ownerage,ednyears,male,ageoffirm,ownershours,country
37,13,1,14,4,Sri Lanka
37,13,1,14,8,Sri Lanka
31,11,1,3,56,Sri Lanka
31,11,1,3,35,Sri Lanka
31,11,1,3,40,Sri Lanka
31,11,1,3,42,Sri Lanka
31,11,1,3,50,Sri Lanka
31,11,1,3,30,Sri Lanka
31,11,1,3,24,Sri Lanka
31,11,1,3,40,Sri Lanka
31,11,1,3,48,Sri Lanka
31,11,1,3,36,Sri Lanka
31,11,1,3,20,Sri Lanka
34,8,1,3,60,Sri Lanka
34,8,1,3,4,Sri Lanka
34,8,1,3,0,Sri Lanka
34,8,1,3,30,Sri Lanka
34,8,1,3,0,Sri Lanka
34,8,1,3,16,Sri Lanka
34,8,1,3,32,Sri Lanka
34,8,1,3,30,Sri Lanka
34,8,1,3,0,Sri Lanka
34,8,1,3,70,Sri Lanka
34,8,1,3,56,Sri Lanka
45,6,1,1,56,Sri Lanka
45,6,1,1,0,Sri Lanka
45,6,1,1,20,Sri Lanka
45,6,1,1,0,Sri Lanka
45,6,1,1,21,Sri Lanka
45,6,1,1,0,Sri Lanka
45,6,1,1,30,Sri Lanka
45,6,1,1,60,Sri Lanka
45,6,1,1,9,Sri Lanka
26,11,1,70,56,Sri Lanka
26,11,1,70,0,Sri Lanka
26,11,1,70,60,Sri Lanka
26,11,1,70,0,Sri Lanka
26,11,1,70,0,Sri Lanka
26,11,1,70,35,Sri Lanka
26,11,1,70,70,Sri Lanka
26,11,1,70,30,Sri Lanka
26,11,1,70,70,Sri Lanka
26,11,1,70,70,Sri Lanka
26,11,1,70,35,Sri Lanka
40,11,1,13,58,Sri Lanka
40,11,1,13,63,Sri Lanka
40,11,1,13,40,Sri Lanka
40,11,1,13,0,Sri Lanka
40,11,1,13,56,Sri Lanka
40,11,1,13,15,Sri Lanka
40,11,1,13,24,Sri Lanka
40,11,1,13,60,Sri Lanka
40,11,1,13,0,Sri Lanka
40,11,1,13,70,Sri Lanka
40,11,1,13,35,Sri Lanka
23,10,1,6,56,Sri Lanka
23,10,1,6,0,Sri Lanka
23,10,1,6,15,Sri Lanka
23,10,1,6,0,Sri Lanka
23,10,1,6,0,Sri Lanka
23,10,1,6,60,Sri Lanka
21,11,1,4,80,Sri Lanka
21,11,1,4,85,Sri Lanka
21,11,1,4,70,Sri Lanka
21,11,1,4,70,Sri Lanka
21,11,1,4,126,Sri Lanka
21,11,1,4,72,Sri Lanka
21,11,1,4,70,Sri Lanka
21,11,1,4,60,Sri Lanka
21,11,1,4,70,Sri Lanka
21,11,1,4,21,Sri Lanka
36,6,1,12,40,Sri Lanka
36,6,1,12,56,Sri Lanka
36,6,1,12,60,Sri Lanka
36,6,1,12,0,Sri Lanka
36,6,0,12,6,Sri Lanka
36,6,1,12,56,Sri Lanka
36,6,1,12,24,Sri Lanka
36,6,1,12,40,Sri Lanka
36,6,1,12,42,Sri Lanka
36,6,1,12,50,Sri Lanka
36,6,1,12,30,Sri Lanka
42,10,1,18,46,Sri Lanka
42,10,1,18,50,Sri Lanka
31,11,1,2,80,Sri Lanka
31,11,1,2,44,Sri Lanka
31,11,1,2,80,Sri Lanka
31,11,1,2,30,Sri Lanka
31,11,0,2,35,Sri Lanka
31,11,0,2,35,Sri Lanka
31,11,0,2,28,Sri Lanka
31,11,0,2,35,Sri Lanka
31,11,0,2,3,Sri Lanka
33,11,1,5,70,Sri Lanka
33,11,1,5,70,Sri Lanka
33,11,1,5,50,Sri Lanka
33,11,1,5,64,Sri Lanka
33,11,1,5,60,Sri Lanka
33,11,1,5,70,Sri Lanka
33,11,1,5,63,Sri Lanka
33,11,1,5,40,Sri Lanka
33,11,1,5,48,Sri Lanka
33,11,1,5,60,Sri Lanka
33,11,1,5,56,Sri Lanka
25,8,1,5,48,Sri Lanka
25,8,1,5,63,Sri Lanka
25,8,1,5,55,Sri Lanka
25,8,1,5,56,Sri Lanka
25,8,1,5,35,Sri Lanka
25,8,1,5,70,Sri Lanka
25,8,1,5,72,Sri Lanka
25,8,1,5,70,Sri Lanka
25,8,1,5,56,Sri Lanka
25,8,1,5,70,Sri Lanka
25,8,1,5,140,Sri Lanka
37,11,1,20,42,Sri Lanka
37,11,1,20,30,Sri Lanka
37,11,1,20,0,Sri Lanka
37,11,1,20,54,Sri Lanka
37,11,1,20,30,Sri Lanka
37,11,1,20,50,Sri Lanka
37,11,1,20,60,Sri Lanka
37,11,1,20,45,Sri Lanka
37,11,1,20,60,Sri Lanka
37,11,1,20,0,Sri Lanka
32,6,1,11,58,Sri Lanka
32,6,1,11,45,Sri Lanka
32,6,1,11,30,Sri Lanka
32,6,1,11,0,Sri Lanka
32,6,1,11,20,Sri Lanka
32,6,1,11,35,Sri Lanka
32,6,1,11,45,Sri Lanka
32,6,1,11,60,Sri Lanka
32,6,1,11,28,Sri Lanka
25,12,1,6,70,Sri Lanka
25,12,1,6,40,Sri Lanka
25,12,1,6,49,Sri Lanka
25,12,1,6,16,Sri Lanka
25,12,1,6,70,Sri Lanka
25,12,1,6,21,Sri Lanka
25,12,1,6,40,Sri Lanka
25,12,1,6,35,Sri Lanka
25,12,1,6,70,Sri Lanka
25,12,1,6,84,Sri Lanka
34,9,1,15,56,Sri Lanka
34,9,1,15,50,Sri Lanka
40,13,1,0,56,Sri Lanka
40,13,1,0,60,Sri Lanka
40,13,1,0,76,Sri Lanka
40,13,1,0,20,Sri Lanka
40,13,1,0,40,Sri Lanka
40,13,1,0,0,Sri Lanka
40,13,1,0,49,Sri Lanka
40,13,1,0,35,Sri Lanka
40,13,1,0,70,Sri Lanka
40,13,1,0,10,Sri Lanka
40,13,1,0,15,Sri Lanka
20,11,1,1,84,Sri Lanka
20,11,1,1,84,Sri Lanka
20,11,1,1,0,Sri Lanka
20,11,1,1,0,Sri Lanka
20,11,0,1,105,Sri Lanka
20,11,0,1,84,Sri Lanka
20,11,0,1,24,Sri Lanka
20,11,0,1,48,Sri Lanka
40,10,1,19,56,Sri Lanka
40,10,1,19,70,Sri Lanka
40,10,1,19,30,Sri Lanka
40,10,1,19,0,Sri Lanka
40,10,1,19,49,Sri Lanka
42,11,1,1,60,Sri Lanka
42,11,1,1,56,Sri Lanka
42,11,1,1,50,Sri Lanka
42,11,1,1,14,Sri Lanka
42,11,1,1,15,Sri Lanka
42,11,1,1,0,Sri Lanka
42,11,1,1,18,Sri Lanka
42,11,1,1,50,Sri Lanka
42,11,1,1,70,Sri Lanka
42,11,1,1,28,Sri Lanka
42,11,1,1,35,Sri Lanka
45,10,1,20,72,Sri Lanka
45,10,1,20,70,Sri Lanka
45,10,1,20,80,Sri Lanka
45,10,1,20,77,Sri Lanka
45,10,1,20,84,Sri Lanka
45,10,1,20,70,Sri Lanka
45,10,1,20,45,Sri Lanka
45,10,1,20,84,Sri Lanka
45,10,1,20,91,Sri Lanka
45,10,1,20,100,Sri Lanka
45,10,1,20,84,Sri Lanka
40,13,1,10,78,Sri Lanka
40,13,1,10,60,Sri Lanka
40,13,1,10,75,Sri Lanka
40,13,1,10,40,Sri Lanka
40,13,1,10,30,Sri Lanka
40,13,1,10,49,Sri Lanka
40,13,1,10,60,Sri Lanka
40,13,1,10,50,Sri Lanka
40,13,1,10,70,Sri Lanka
40,13,1,10,64,Sri Lanka
40,13,1,10,44,Sri Lanka
41,5,1,13,60,Sri Lanka
41,5,1,13,30,Sri Lanka
41,5,1,13,32,Sri Lanka
41,5,1,13,48,Sri Lanka
41,5,1,13,70,Sri Lanka
41,5,1,13,0,Sri Lanka
41,5,1,13,0,Sri Lanka
24,13,1,0,48,Sri Lanka
35,10,1,15,72,Sri Lanka
35,10,1,15,60,Sri Lanka
35,10,1,15,70,Sri Lanka
35,10,1,15,16,Sri Lanka
35,10,1,15,35,Sri Lanka
35,10,1,15,56,Sri Lanka
35,10,1,15,42,Sri Lanka
35,10,1,15,50,Sri Lanka
35,10,1,15,63,Sri Lanka
35,10,1,15,56,Sri Lanka
35,10,1,15,63,Sri Lanka
29,11,1,5,48,Sri Lanka
29,11,1,5,70,Sri Lanka
29,11,1,5,105,Sri Lanka
29,11,1,5,35,Sri Lanka
29,11,1,5,40,Sri Lanka
29,11,1,5,77,Sri Lanka
29,11,1,5,21,Sri Lanka
29,11,1,5,60,Sri Lanka
29,11,1,5,70,Sri Lanka
29,11,1,5,60,Sri Lanka
29,11,1,5,102,Sri Lanka
27,11,1,10,80,Sri Lanka
27,11,1,10,70,Sri Lanka
27,11,1,10,0,Sri Lanka
27,11,1,10,64,Sri Lanka
27,11,1,10,40,Sri Lanka
27,11,1,10,84,Sri Lanka
27,11,1,10,63,Sri Lanka
27,11,1,10,70,Sri Lanka
27,11,1,10,50,Sri Lanka
27,11,1,10,84,Sri Lanka
27,11,1,10,88,Sri Lanka
36,9,1,7,60,Sri Lanka
36,9,1,7,56,Sri Lanka
36,9,1,7,63,Sri Lanka
36,9,1,7,48,Sri Lanka
36,9,1,7,35,Sri Lanka
36,9,1,7,36,Sri Lanka
36,9,1,7,36,Sri Lanka
36,9,1,7,70,Sri Lanka
36,9,1,7,56,Sri Lanka
36,9,1,7,60,Sri Lanka
36,9,1,7,48,Sri Lanka
34,12,1,7,45,Sri Lanka
34,12,1,7,40,Sri Lanka
34,12,1,7,56,Sri Lanka
34,12,1,7,18,Sri Lanka
34,12,1,7,80,Sri Lanka
34,12,1,7,49,Sri Lanka
34,12,1,7,42,Sri Lanka
34,12,1,7,70,Sri Lanka
34,12,1,7,70,Sri Lanka
34,12,1,7,60,Sri Lanka
34,12,1,7,73,Sri Lanka
28,11,1,5,60,Sri Lanka
28,11,1,5,60,Sri Lanka
28,11,1,5,70,Sri Lanka
28,11,1,5,20,Sri Lanka
28,11,1,5,5,Sri Lanka
28,11,1,5,0,Sri Lanka
28,11,1,5,48,Sri Lanka
28,11,1,5,30,Sri Lanka
28,11,1,5,42,Sri Lanka
28,11,1,5,54,Sri Lanka
28,11,1,5,66,Sri Lanka
45,8,1,0,75,Sri Lanka
45,8,1,0,84,Sri Lanka
45,5,1,25,70,Sri Lanka
45,5,1,25,98,Sri Lanka
45,5,1,25,48,Sri Lanka
45,5,1,25,70,Sri Lanka
45,5,1,25,70,Sri Lanka
45,5,1,25,70,Sri Lanka
45,5,1,25,65,Sri Lanka
45,5,1,25,70,Sri Lanka
45,5,1,25,75,Sri Lanka
45,5,1,25,84,Sri Lanka
45,5,1,25,77,Sri Lanka
28,10,1,5,80,Sri Lanka
36,10,1,11,70,Sri Lanka
36,10,1,11,60,Sri Lanka
36,10,1,11,80,Sri Lanka
36,10,1,11,60,Sri Lanka
36,10,1,11,84,Sri Lanka
36,10,1,11,84,Sri Lanka
36,10,1,11,74,Sri Lanka
36,10,1,11,56,Sri Lanka
36,10,1,11,70,Sri Lanka
36,10,1,11,98,Sri Lanka
36,10,1,11,91,Sri Lanka
37,10,1,15,70,Sri Lanka
37,10,1,15,72,Sri Lanka
37,10,1,15,70,Sri Lanka
37,10,1,15,72,Sri Lanka
37,10,1,15,78,Sri Lanka
37,10,1,15,76,Sri Lanka
37,10,1,15,65,Sri Lanka
37,10,1,15,70,Sri Lanka
37,10,1,15,100,Sri Lanka
37,10,1,15,50,Sri Lanka
45,9,1,8,75,Sri Lanka
45,9,1,8,56,Sri Lanka
45,9,1,8,86,Sri Lanka
45,9,1,8,60,Sri Lanka
45,9,1,8,20,Sri Lanka
45,9,1,8,12,Sri Lanka
45,9,1,8,42,Sri Lanka
45,9,1,8,70,Sri Lanka
45,9,1,8,20,Sri Lanka
45,9,1,8,40,Sri Lanka
40,8,1,1,70,Sri Lanka
40,8,1,1,60,Sri Lanka
40,8,1,1,91,Sri Lanka
40,8,1,1,72,Sri Lanka
40,8,1,1,72,Sri Lanka
40,8,1,1,0,Sri Lanka
40,8,1,1,65,Sri Lanka
40,8,1,1,70,Sri Lanka
40,8,1,1,42,Sri Lanka
40,8,1,1,70,Sri Lanka
40,8,1,1,0,Sri Lanka
41,8,1,1,65,Sri Lanka
41,8,1,1,76,Sri Lanka
41,8,1,1,72,Sri Lanka
41,8,1,1,56,Sri Lanka
41,8,1,1,48,Sri Lanka
41,8,1,1,50,Sri Lanka
41,8,1,1,70,Sri Lanka
41,8,1,1,70,Sri Lanka
41,8,1,1,70,Sri Lanka
41,8,1,1,84,Sri Lanka
41,8,1,1,91,Sri Lanka
37,13,1,8,75,Sri Lanka
37,13,1,8,112,Sri Lanka
37,13,1,8,72,Sri Lanka
37,13,1,8,68,Sri Lanka
37,13,1,8,90,Sri Lanka
37,13,1,8,84,Sri Lanka
37,13,1,8,70,Sri Lanka
37,13,1,8,75,Sri Lanka
37,13,1,8,70,Sri Lanka
37,13,1,8,84,Sri Lanka
30,10,1,5,70,Sri Lanka
27,3,1,5,70,Sri Lanka
27,3,1,5,54,Sri Lanka
27,3,1,5,50,Sri Lanka
27,3,1,5,20,Sri Lanka
27,3,1,5,72,Sri Lanka
37,8,1,15,72,Sri Lanka
37,8,1,15,72,Sri Lanka
37,8,1,15,70,Sri Lanka
37,8,1,15,60,Sri Lanka
37,8,1,15,48,Sri Lanka
37,8,1,15,53,Sri Lanka
37,8,1,15,72,Sri Lanka
30,8,1,8,75,Sri Lanka
30,8,1,8,48,Sri Lanka
30,8,1,8,72,Sri Lanka
30,8,1,8,55,Sri Lanka
30,8,1,8,52,Sri Lanka
30,8,1,8,60,Sri Lanka
30,8,1,8,72,Sri Lanka
30,8,1,8,66,Sri Lanka
30,8,1,8,54,Sri Lanka
30,8,1,8,0,Sri Lanka
40,5,1,6,75,Sri Lanka
40,5,1,6,80,Sri Lanka
40,5,1,6,40,Sri Lanka
40,5,0,6,0,Sri Lanka
40,5,1,6,70,Sri Lanka
40,5,1,6,60,Sri Lanka
40,5,1,6,0,Sri Lanka
40,5,1,6,50,Sri Lanka
40,5,1,6,50,Sri Lanka
40,6,1,8,70,Sri Lanka
40,6,1,8,50,Sri Lanka
40,6,1,8,48,Sri Lanka
40,6,1,8,60,Sri Lanka
40,6,1,8,40,Sri Lanka
40,6,1,8,72,Sri Lanka
40,6,1,8,60,Sri Lanka
40,6,1,8,78,Sri Lanka
40,6,1,8,60,Sri Lanka
40,6,1,8,70,Sri Lanka
20,10,1,0,80,Sri Lanka
20,10,1,0,98,Sri Lanka
20,10,1,0,70,Sri Lanka
20,10,1,0,35,Sri Lanka
20,10,1,0,84,Sri Lanka
20,10,1,0,90,Sri Lanka
20,10,1,0,80,Sri Lanka
20,10,1,0,78,Sri Lanka
20,10,1,0,56,Sri Lanka
32,10,1,0,75,Sri Lanka
32,10,1,0,84,Sri Lanka
32,10,1,0,35,Sri Lanka
32,10,1,0,60,Sri Lanka
32,10,1,0,48,Sri Lanka
32,10,1,0,10,Sri Lanka
32,10,1,0,56,Sri Lanka
32,10,1,0,20,Sri Lanka
32,10,1,0,70,Sri Lanka
32,10,1,0,48,Sri Lanka
32,10,1,0,63,Sri Lanka
45,11,1,2,72,Sri Lanka
45,11,1,2,86,Sri Lanka
45,11,1,2,30,Sri Lanka
45,11,1,2,60,Sri Lanka
45,11,1,2,36,Sri Lanka
45,11,1,2,65,Sri Lanka
45,11,1,2,56,Sri Lanka
45,11,1,2,98,Sri Lanka
32,11,1,8,79,Sri Lanka
32,11,1,8,60,Sri Lanka
32,11,1,8,50,Sri Lanka
32,11,1,8,70,Sri Lanka
32,11,1,8,48,Sri Lanka
32,11,1,8,65,Sri Lanka
32,11,1,8,60,Sri Lanka
32,11,1,8,60,Sri Lanka
32,11,1,8,70,Sri Lanka
32,11,1,8,54,Sri Lanka
32,11,1,8,60,Sri Lanka
27,11,1,0,85,Sri Lanka
27,11,1,0,84,Sri Lanka
27,11,1,0,90,Sri Lanka
27,11,1,0,72,Sri Lanka
27,11,1,0,70,Sri Lanka
27,11,1,0,10,Sri Lanka
27,11,1,0,42,Sri Lanka
27,11,1,0,98,Sri Lanka
27,11,1,0,70,Sri Lanka
27,11,1,0,64,Sri Lanka
28,11,1,10,35,Sri Lanka
28,11,1,10,49,Sri Lanka
28,11,1,10,84,Sri Lanka
28,11,1,10,32,Sri Lanka
28,11,1,10,32,Sri Lanka
28,11,1,10,28,Sri Lanka
28,11,1,10,80,Sri Lanka
28,11,1,10,48,Sri Lanka
28,11,1,10,42,Sri Lanka
28,11,1,10,49,Sri Lanka
28,11,1,10,56,Sri Lanka
21,13,1,1,35,Sri Lanka
21,13,1,1,42,Sri Lanka
21,13,1,1,0,Sri Lanka
21,13,1,1,12,Sri Lanka
21,13,1,1,6,Sri Lanka
21,13,1,1,0,Sri Lanka
21,13,1,1,3,Sri Lanka
21,13,1,1,0,Sri Lanka
39,13,1,25,120,Sri Lanka
39,13,1,25,84,Sri Lanka
39,13,1,25,98,Sri Lanka
39,13,1,25,50,Sri Lanka
39,13,1,25,65,Sri Lanka
39,13,1,25,54,Sri Lanka
39,13,1,25,91,Sri Lanka
39,13,1,25,94,Sri Lanka
39,13,1,25,80,Sri Lanka
39,13,1,25,75,Sri Lanka
39,13,1,25,82,Sri Lanka
45,13,1,15,56,Sri Lanka
45,13,1,15,50,Sri Lanka
45,13,1,15,56,Sri Lanka
45,13,1,15,56,Sri Lanka
45,13,1,15,56,Sri Lanka
45,13,1,15,0,Sri Lanka
45,13,1,15,60,Sri Lanka
45,13,1,15,48,Sri Lanka
45,13,1,15,48,Sri Lanka
45,13,1,15,16,Sri Lanka
45,13,1,15,56,Sri Lanka
34,11,1,4,49,Sri Lanka
34,11,1,4,48,Sri Lanka
34,11,1,4,40,Sri Lanka
34,11,1,4,50,Sri Lanka
34,11,1,4,0,Sri Lanka
34,11,1,4,40,Sri Lanka
34,11,1,4,24,Sri Lanka
34,11,1,4,70,Sri Lanka
34,11,1,4,48,Sri Lanka
34,11,1,4,40,Sri Lanka
35,13,1,1,35,Sri Lanka
35,13,1,1,56,Sri Lanka
35,13,1,1,56,Sri Lanka
35,13,1,1,21,Sri Lanka
35,13,1,1,21,Sri Lanka
35,13,1,1,26,Sri Lanka
35,13,1,1,32,Sri Lanka
35,13,1,1,30,Sri Lanka
35,13,1,1,30,Sri Lanka
35,13,1,1,38,Sri Lanka
35,13,1,1,35,Sri Lanka
38,13,1,3,35,Sri Lanka
38,13,1,3,40,Sri Lanka
38,13,1,3,42,Sri Lanka
38,13,1,3,42,Sri Lanka
38,13,1,3,56,Sri Lanka
38,13,1,3,42,Sri Lanka
38,13,1,3,56,Sri Lanka
38,13,1,3,21,Sri Lanka
38,13,1,3,30,Sri Lanka
38,13,1,3,0,Sri Lanka
38,13,1,3,45,Sri Lanka
42,13,1,0,36,Sri Lanka
42,13,1,0,91,Sri Lanka
42,13,1,0,16,Sri Lanka
42,13,1,0,50,Sri Lanka
42,13,1,0,90,Sri Lanka
42,13,1,0,70,Sri Lanka
42,13,1,0,72,Sri Lanka
42,13,1,0,60,Sri Lanka
42,13,1,0,84,Sri Lanka
42,13,1,0,84,Sri Lanka
42,13,1,0,58,Sri Lanka
21,11,1,0,56,Sri Lanka
21,11,1,0,36,Sri Lanka
21,11,1,0,33,Sri Lanka
21,11,1,0,30,Sri Lanka
21,11,1,0,30,Sri Lanka
21,11,1,0,48,Sri Lanka
21,11,1,0,40,Sri Lanka
21,11,1,0,56,Sri Lanka
26,11,1,3,60,Sri Lanka
26,11,1,3,84,Sri Lanka
26,11,1,3,80,Sri Lanka
26,11,1,3,58,Sri Lanka
26,11,1,3,50,Sri Lanka
26,11,1,3,0,Sri Lanka
26,11,1,3,0,Sri Lanka
26,11,1,3,70,Sri Lanka
26,11,1,3,70,Sri Lanka
27,11,1,10,48,Sri Lanka
27,11,1,10,70,Sri Lanka
27,11,1,10,48,Sri Lanka
27,11,1,10,56,Sri Lanka
27,11,1,10,55,Sri Lanka
27,11,1,10,48,Sri Lanka
27,11,1,10,48,Sri Lanka
27,11,1,10,48,Sri Lanka
27,11,1,10,48,Sri Lanka
27,11,1,10,60,Sri Lanka
27,11,1,10,80,Sri Lanka
33,4,1,4,56,Sri Lanka
33,4,1,4,12,Sri Lanka
33,4,1,4,56,Sri Lanka
33,4,1,4,84,Sri Lanka
33,4,1,4,56,Sri Lanka
33,4,1,4,56,Sri Lanka
33,4,1,4,48,Sri Lanka
33,4,1,4,30,Sri Lanka
33,4,1,4,48,Sri Lanka
33,4,1,4,56,Sri Lanka
33,4,1,4,60,Sri Lanka
43,11,1,21,49,Sri Lanka
43,11,1,21,42,Sri Lanka
38,10,1,18,42,Sri Lanka
38,10,1,18,50,Sri Lanka
38,10,1,18,49,Sri Lanka
38,10,1,18,42,Sri Lanka
38,10,1,18,45,Sri Lanka
38,10,1,18,10,Sri Lanka
38,10,1,18,48,Sri Lanka
38,10,1,18,30,Sri Lanka
38,10,1,18,42,Sri Lanka
38,10,1,18,0,Sri Lanka
38,10,1,18,25,Sri Lanka
35,10,1,13,80,Sri Lanka
35,10,1,13,84,Sri Lanka
35,10,1,13,84,Sri Lanka
35,10,1,13,56,Sri Lanka
35,10,1,13,80,Sri Lanka
35,10,1,13,63,Sri Lanka
35,10,1,13,0,Sri Lanka
35,10,1,13,60,Sri Lanka
35,10,1,13,56,Sri Lanka
35,10,1,13,16,Sri Lanka
35,10,1,13,60,Sri Lanka
42,8,1,20,49,Sri Lanka
42,8,1,20,49,Sri Lanka
27,8,1,6,60,Sri Lanka
27,8,1,6,70,Sri Lanka
27,8,1,6,0,Sri Lanka
27,8,1,6,0,Sri Lanka
27,8,1,6,56,Sri Lanka
27,8,1,6,54,Sri Lanka
27,8,1,6,56,Sri Lanka
27,8,1,6,56,Sri Lanka
27,8,1,6,0,Sri Lanka
27,8,1,6,60,Sri Lanka
29,11,1,7,56,Sri Lanka
29,11,1,7,60,Sri Lanka
29,11,1,7,77,Sri Lanka
29,11,1,7,70,Sri Lanka
29,11,1,7,56,Sri Lanka
29,11,1,7,70,Sri Lanka
29,11,1,7,77,Sri Lanka
29,11,1,7,80,Sri Lanka
29,11,1,7,36,Sri Lanka
29,11,1,7,70,Sri Lanka
29,11,1,7,60,Sri Lanka
38,10,1,18,60,Sri Lanka
38,10,1,18,36,Sri Lanka
38,10,1,18,72,Sri Lanka
38,10,1,18,75,Sri Lanka
38,10,1,18,40,Sri Lanka
38,10,1,18,72,Sri Lanka
38,10,1,18,50,Sri Lanka
38,10,1,18,50,Sri Lanka
38,10,1,18,32,Sri Lanka
38,10,1,18,0,Sri Lanka
38,10,1,18,48,Sri Lanka
42,11,1,0,80,Sri Lanka
42,11,1,0,70,Sri Lanka
42,11,1,0,97,Sri Lanka
42,11,1,0,72,Sri Lanka
42,11,1,0,60,Sri Lanka
39,10,1,19,45,Sri Lanka
39,10,1,19,60,Sri Lanka
39,10,1,19,100,Sri Lanka
39,10,1,19,50,Sri Lanka
39,10,1,19,91,Sri Lanka
39,10,1,19,0,Sri Lanka
39,10,1,19,70,Sri Lanka
39,10,1,19,70,Sri Lanka
39,10,1,19,56,Sri Lanka
39,10,1,19,10,Sri Lanka
39,10,1,19,35,Sri Lanka
44,13,1,8,42,Sri Lanka
44,13,1,8,42,Sri Lanka
44,13,1,8,24,Sri Lanka
44,13,1,8,10,Sri Lanka
44,13,1,8,30,Sri Lanka
44,13,1,8,28,Sri Lanka
44,13,1,8,12,Sri Lanka
44,13,1,8,16,Sri Lanka
44,13,1,8,20,Sri Lanka
44,13,1,8,20,Sri Lanka
44,13,1,8,30,Sri Lanka
44,13,1,8,40,Sri Lanka
44,13,1,8,24,Sri Lanka
44,13,1,8,40,Sri Lanka
44,13,1,8,28,Sri Lanka
44,13,1,8,35,Sri Lanka
44,13,1,8,56,Sri Lanka
44,13,1,8,40,Sri Lanka
44,13,1,8,40,Sri Lanka
44,13,1,8,48,Sri Lanka
44,13,1,8,15,Sri Lanka
44,13,1,8,48,Sri Lanka
40,8,1,0,80,Sri Lanka
40,8,1,0,75,Sri Lanka
40,8,1,0,84,Sri Lanka
40,8,1,0,56,Sri Lanka
40,8,1,0,70,Sri Lanka
40,8,1,0,70,Sri Lanka
40,8,1,0,72,Sri Lanka
40,8,1,0,70,Sri Lanka
40,8,1,0,97,Sri Lanka
40,8,1,0,84,Sri Lanka
40,8,1,0,70,Sri Lanka
42,8,1,23,56,Sri Lanka
42,8,1,23,0,Sri Lanka
34,11,1,3,70,Sri Lanka
34,11,1,3,45,Sri Lanka
34,11,1,3,70,Sri Lanka
34,11,1,3,62,Sri Lanka
34,11,1,3,66,Sri Lanka
34,11,1,3,54,Sri Lanka
34,11,1,3,72,Sri Lanka
34,11,1,3,77,Sri Lanka
34,11,1,3,60,Sri Lanka
34,11,1,3,70,Sri Lanka
34,11,1,3,60,Sri Lanka
23,11,1,0,56,Sri Lanka
23,11,1,0,80,Sri Lanka
23,11,1,0,77,Sri Lanka
23,11,1,0,72,Sri Lanka
23,11,1,0,54,Sri Lanka
23,11,1,0,60,Sri Lanka
23,11,1,0,84,Sri Lanka
23,11,1,0,77,Sri Lanka
23,11,1,0,35,Sri Lanka
23,11,1,0,84,Sri Lanka
23,11,1,0,30,Sri Lanka
26,13,1,3,56,Sri Lanka
23,13,1,2,56,Sri Lanka
23,13,1,2,40,Sri Lanka
23,13,1,2,40,Sri Lanka
23,13,1,2,72,Sri Lanka
23,13,1,2,54,Sri Lanka
23,13,1,2,65,Sri Lanka
23,13,1,2,70,Sri Lanka
23,13,1,2,60,Sri Lanka
23,13,1,2,48,Sri Lanka
23,13,1,2,60,Sri Lanka
23,13,1,2,48,Sri Lanka
29,11,1,1,70,Sri Lanka
29,11,1,1,30,Sri Lanka
20,11,1,1,56,Sri Lanka
20,11,1,1,112,Sri Lanka
20,11,1,1,30,Sri Lanka
20,11,1,1,119,Sri Lanka
20,11,1,1,98,Sri Lanka
20,11,1,1,60,Sri Lanka
20,11,1,1,70,Sri Lanka
20,11,1,1,77,Sri Lanka
20,11,1,1,42,Sri Lanka
20,11,1,1,70,Sri Lanka
20,11,1,1,70,Sri Lanka
32,13,1,1,56,Sri Lanka
32,13,1,1,54,Sri Lanka
32,13,1,1,40,Sri Lanka
32,13,1,1,60,Sri Lanka
32,13,1,1,66,Sri Lanka
32,13,1,1,50,Sri Lanka
32,13,1,1,54,Sri Lanka
32,13,1,1,60,Sri Lanka
32,13,1,1,48,Sri Lanka
32,13,1,1,60,Sri Lanka
32,13,1,1,70,Sri Lanka
37,11,1,17,60,Sri Lanka
37,11,1,17,50,Sri Lanka
37,11,1,17,34,Sri Lanka
37,11,1,17,32,Sri Lanka
37,11,1,17,48,Sri Lanka
37,11,1,17,58,Sri Lanka
37,11,1,17,56,Sri Lanka
37,11,1,17,60,Sri Lanka
37,11,1,17,54,Sri Lanka
37,11,1,17,60,Sri Lanka
37,11,1,17,48,Sri Lanka
38,10,1,13,56,Sri Lanka
38,10,1,13,40,Sri Lanka
38,10,1,13,27,Sri Lanka
38,10,1,13,30,Sri Lanka
38,10,1,13,40,Sri Lanka
38,10,1,13,60,Sri Lanka
38,10,1,13,72,Sri Lanka
38,10,1,13,70,Sri Lanka
38,10,1,13,70,Sri Lanka
38,10,1,13,60,Sri Lanka
38,10,1,13,42,Sri Lanka
31,11,1,2,84,Sri Lanka
31,11,1,2,112,Sri Lanka
31,11,1,2,98,Sri Lanka
31,11,1,2,84,Sri Lanka
31,11,1,2,70,Sri Lanka
31,11,1,2,60,Sri Lanka
31,11,1,2,84,Sri Lanka
31,11,1,2,77,Sri Lanka
31,11,1,2,98,Sri Lanka
31,11,1,2,91,Sri Lanka
31,11,1,2,98,Sri Lanka
27,13,1,6,80,Sri Lanka
27,13,1,6,50,Sri Lanka
27,13,1,6,90,Sri Lanka
27,13,1,6,49,Sri Lanka
27,13,1,6,70,Sri Lanka
27,13,1,6,52,Sri Lanka
27,13,1,6,70,Sri Lanka
27,13,1,6,84,Sri Lanka
